State,Years,Male_P_Bach,Female_P_Bach,Race
New Mexico,2021,33.10%,33.20%,Native Hawaiian and Other Pacific Islander Alone
New Mexico,2020,34.00%,24.90%,Native Hawaiian and Other Pacific Islander Alone
New Mexico,2019,N,N,Native Hawaiian and Other Pacific Islander Alone
New Mexico,2018,N,N,Native Hawaiian and Other Pacific Islander Alone
New Mexico,2017,30.30%,26.50%,Native Hawaiian and Other Pacific Islander Alone
New Mexico,2016,N,N,Native Hawaiian and Other Pacific Islander Alone
New Mexico,2015,N,N,Native Hawaiian and Other Pacific Islander Alone
New York,2022,N,N,Native Hawaiian and Other Pacific Islander Alone
New York,2021,N,N,Native Hawaiian and Other Pacific Islander Alone
New York,2020,19.60%,33.50%,Native Hawaiian and Other Pacific Islander Alone
New York,2019,N,N,Native Hawaiian and Other Pacific Islander Alone
New York,2018,N,N,Native Hawaiian and Other Pacific Islander Alone
New York,2017,N,N,Native Hawaiian and Other Pacific Islander Alone
New York,2016,N,N,Native Hawaiian and Other Pacific Islander Alone
New York,2015,N,N,Native Hawaiian and Other Pacific Islander Alone
North Carolina,2022,21.20%,39.30%,Native Hawaiian and Other Pacific Islander Alone
North Carolina,2021,10.10%,10.60%,Native Hawaiian and Other Pacific Islander Alone
North Carolina,2020,24.60%,23.20%,Native Hawaiian and Other Pacific Islander Alone
North Carolina,2019,12.40%,24.50%,Native Hawaiian and Other Pacific Islander Alone
North Carolina,2018,17.60%,16.20%,Native Hawaiian and Other Pacific Islander Alone
North Carolina,2017,33.80%,17.60%,Native Hawaiian and Other Pacific Islander Alone
North Carolina,2016,33.10%,33.70%,Native Hawaiian and Other Pacific Islander Alone
North Carolina,2015,33.90%,13.90%,Native Hawaiian and Other Pacific Islander Alone
North Dakota,2022,27.80%,24.90%,Native Hawaiian and Other Pacific Islander Alone
North Dakota,2021,11.90%,35.60%,Native Hawaiian and Other Pacific Islander Alone
North Dakota,2020,21.50%,25.60%,Native Hawaiian and Other Pacific Islander Alone
North Dakota,2019,30.10%,40.00%,Native Hawaiian and Other Pacific Islander Alone
North Dakota,2018,21.40%,26.30%,Native Hawaiian and Other Pacific Islander Alone
North Dakota,2017,34.10%,28.30%,Native Hawaiian and Other Pacific Islander Alone
North Dakota,2016,17.50%,6.20%,Native Hawaiian and Other Pacific Islander Alone
North Dakota,2015,6.00%,15.70%,Native Hawaiian and Other Pacific Islander Alone
Ohio,2022,N,N,Native Hawaiian and Other Pacific Islander Alone
Ohio,2021,N,N,Native Hawaiian and Other Pacific Islander Alone
Ohio,2020,27.50%,0.00%,Native Hawaiian and Other Pacific Islander Alone
Ohio,2019,N,N,Native Hawaiian and Other Pacific Islander Alone
Ohio,2018,N,N,Native Hawaiian and Other Pacific Islander Alone
Ohio,2017,N,N,Native Hawaiian and Other Pacific Islander Alone
Ohio,2016,N,N,Native Hawaiian and Other Pacific Islander Alone
Ohio,2015,N,N,Native Hawaiian and Other Pacific Islander Alone
Oklahoma,2022,42.70%,0.00%,Native Hawaiian and Other Pacific Islander Alone
Oklahoma,2021,31.20%,44.70%,Native Hawaiian and Other Pacific Islander Alone
Oklahoma,2020,34.10%,24.60%,Native Hawaiian and Other Pacific Islander Alone
Oklahoma,2019,52.00%,28.20%,Native Hawaiian and Other Pacific Islander Alone
Oklahoma,2018,17.90%,29.90%,Native Hawaiian and Other Pacific Islander Alone
Oklahoma,2017,35.10%,25.30%,Native Hawaiian and Other Pacific Islander Alone
Oklahoma,2016,41.40%,32.40%,Native Hawaiian and Other Pacific Islander Alone
Oklahoma,2015,11.50%,42.30%,Native Hawaiian and Other Pacific Islander Alone
Oregon,2022,5.50%,29.00%,Native Hawaiian and Other Pacific Islander Alone
Oregon,2021,15.30%,7.90%,Native Hawaiian and Other Pacific Islander Alone
Oregon,2020,11.70%,10.40%,Native Hawaiian and Other Pacific Islander Alone
Oregon,2019,11.90%,8.90%,Native Hawaiian and Other Pacific Islander Alone
Oregon,2018,12.50%,17.00%,Native Hawaiian and Other Pacific Islander Alone
Oregon,2017,4.10%,8.40%,Native Hawaiian and Other Pacific Islander Alone
Oregon,2016,9.10%,13.40%,Native Hawaiian and Other Pacific Islander Alone
Oregon,2015,7.60%,16.40%,Native Hawaiian and Other Pacific Islander Alone
Pennsylvania,2022,9.00%,18.50%,Native Hawaiian and Other Pacific Islander Alone
Pennsylvania,2021,16.10%,15.30%,Native Hawaiian and Other Pacific Islander Alone
Pennsylvania,2020,25.60%,14.70%,Native Hawaiian and Other Pacific Islander Alone
Pennsylvania,2019,20.70%,19.80%,Native Hawaiian and Other Pacific Islander Alone
Pennsylvania,2018,13.70%,14.50%,Native Hawaiian and Other Pacific Islander Alone
Pennsylvania,2017,13.30%,22.70%,Native Hawaiian and Other Pacific Islander Alone
Pennsylvania,2016,23.40%,11.30%,Native Hawaiian and Other Pacific Islander Alone
Pennsylvania,2015,15.10%,17.10%,Native Hawaiian and Other Pacific Islander Alone
Rhode Island,2022,53.80%,23.60%,Native Hawaiian and Other Pacific Islander Alone
Rhode Island,2021,28.60%,51.20%,Native Hawaiian and Other Pacific Islander Alone
Rhode Island,2020,29.30%,20.80%,Native Hawaiian and Other Pacific Islander Alone
Rhode Island,2019,26.70%,36.90%,Native Hawaiian and Other Pacific Islander Alone
Rhode Island,2018,27.40%,28.20%,Native Hawaiian and Other Pacific Islander Alone
Rhode Island,2017,12.20%,10.80%,Native Hawaiian and Other Pacific Islander Alone
Rhode Island,2016,40.50%,17.70%,Native Hawaiian and Other Pacific Islander Alone
Rhode Island,2015,29.90%,4.00%,Native Hawaiian and Other Pacific Islander Alone
South Carolina,2022,N,N,Native Hawaiian and Other Pacific Islander Alone
South Carolina,2021,N,N,Native Hawaiian and Other Pacific Islander Alone
South Carolina,2020,60.80%,13.30%,Native Hawaiian and Other Pacific Islander Alone
South Carolina,2019,N,N,Native Hawaiian and Other Pacific Islander Alone
South Carolina,2018,N,N,Native Hawaiian and Other Pacific Islander Alone
South Carolina,2017,N,N,Native Hawaiian and Other Pacific Islander Alone
South Carolina,2016,N,N,Native Hawaiian and Other Pacific Islander Alone
South Carolina,2015,N,N,Native Hawaiian and Other Pacific Islander Alone
South Dakota,2022,N,N,Native Hawaiian and Other Pacific Islander Alone
South Dakota,2021,N,N,Native Hawaiian and Other Pacific Islander Alone
South Dakota,2020,13.30%,14.70%,Native Hawaiian and Other Pacific Islander Alone
South Dakota,2019,N,N,Native Hawaiian and Other Pacific Islander Alone
South Dakota,2018,8.60%,14.30%,Native Hawaiian and Other Pacific Islander Alone
South Dakota,2017,N,N,Native Hawaiian and Other Pacific Islander Alone
South Dakota,2016,N,N,Native Hawaiian and Other Pacific Islander Alone
South Dakota,2015,N,N,Native Hawaiian and Other Pacific Islander Alone
Tennessee,2022,N,N,Native Hawaiian and Other Pacific Islander Alone
Tennessee,2021,N,N,Native Hawaiian and Other Pacific Islander Alone
Tennessee,2020,13.80%,0.00%,Native Hawaiian and Other Pacific Islander Alone
Tennessee,2019,N,N,Native Hawaiian and Other Pacific Islander Alone
Tennessee,2018,N,N,Native Hawaiian and Other Pacific Islander Alone
Tennessee,2017,N,N,Native Hawaiian and Other Pacific Islander Alone
Tennessee,2016,N,N,Native Hawaiian and Other Pacific Islander Alone
Tennessee,2015,N,N,Native Hawaiian and Other Pacific Islander Alone
Texas,2022,19.70%,19.70%,Native Hawaiian and Other Pacific Islander Alone
Texas,2021,4.80%,58.50%,Native Hawaiian and Other Pacific Islander Alone
Texas,2020,23.00%,21.50%,Native Hawaiian and Other Pacific Islander Alone
Texas,2019,N,N,Native Hawaiian and Other Pacific Islander Alone
Texas,2018,N,N,Native Hawaiian and Other Pacific Islander Alone
Texas,2017,28.40%,5.10%,Native Hawaiian and Other Pacific Islander Alone
Texas,2016,33.90%,11.70%,Native Hawaiian and Other Pacific Islander Alone
Texas,2015,N,N,Native Hawaiian and Other Pacific Islander Alone
Utah,2022,18.90%,23.00%,Native Hawaiian and Other Pacific Islander Alone
Utah,2021,33.00%,27.40%,Native Hawaiian and Other Pacific Islander Alone
Utah,2020,18.50%,25.60%,Native Hawaiian and Other Pacific Islander Alone
Utah,2019,17.30%,26.50%,Native Hawaiian and Other Pacific Islander Alone
Utah,2018,20.40%,26.50%,Native Hawaiian and Other Pacific Islander Alone
Utah,2017,19.40%,22.20%,Native Hawaiian and Other Pacific Islander Alone
Utah,2016,14.40%,19.70%,Native Hawaiian and Other Pacific Islander Alone
Utah,2015,17.80%,8.30%,Native Hawaiian and Other Pacific Islander Alone
Vermont,2022,23.70%,19.90%,Native Hawaiian and Other Pacific Islander Alone
Vermont,2021,25.60%,16.40%,Native Hawaiian and Other Pacific Islander Alone
Vermont,2020,16.40%,16.90%,Native Hawaiian and Other Pacific Islander Alone
Vermont,2019,19.20%,11.60%,Native Hawaiian and Other Pacific Islander Alone
Vermont,2018,16.30%,25.50%,Native Hawaiian and Other Pacific Islander Alone
Vermont,2017,10.60%,20.10%,Native Hawaiian and Other Pacific Islander Alone
Vermont,2016,10.40%,13.50%,Native Hawaiian and Other Pacific Islander Alone
Vermont,2015,18.90%,15.40%,Native Hawaiian and Other Pacific Islander Alone
Virginia,2022,N,N,Native Hawaiian and Other Pacific Islander Alone
Virginia,2021,N,N,Native Hawaiian and Other Pacific Islander Alone
Virginia,2020,33.30%,44.50%,Native Hawaiian and Other Pacific Islander Alone
Virginia,2019,N,N,Native Hawaiian and Other Pacific Islander Alone
Virginia,2018,N,N,Native Hawaiian and Other Pacific Islander Alone
Virginia,2017,N,N,Native Hawaiian and Other Pacific Islander Alone
Virginia,2016,N,N,Native Hawaiian and Other Pacific Islander Alone
Virginia,2015,N,N,Native Hawaiian and Other Pacific Islander Alone
Washington,2022,36.90%,47.90%,Native Hawaiian and Other Pacific Islander Alone
Washington,2021,30.40%,23.20%,Native Hawaiian and Other Pacific Islander Alone
Washington,2020,43.20%,29.70%,Native Hawaiian and Other Pacific Islander Alone
Washington,2019,42.20%,37.30%,Native Hawaiian and Other Pacific Islander Alone
Washington,2018,35.40%,36.70%,Native Hawaiian and Other Pacific Islander Alone
Washington,2017,15.70%,36.50%,Native Hawaiian and Other Pacific Islander Alone
Washington,2016,36.60%,22.60%,Native Hawaiian and Other Pacific Islander Alone
Washington,2015,32.50%,23.80%,Native Hawaiian and Other Pacific Islander Alone
West Virginia,2022,19.90%,7.70%,Native Hawaiian and Other Pacific Islander Alone
West Virginia,2021,15.30%,18.50%,Native Hawaiian and Other Pacific Islander Alone
West Virginia,2020,10.80%,13.50%,Native Hawaiian and Other Pacific Islander Alone
West Virginia,2019,7.20%,13.10%,Native Hawaiian and Other Pacific Islander Alone
West Virginia,2018,14.80%,16.50%,Native Hawaiian and Other Pacific Islander Alone
West Virginia,2017,13.20%,14.00%,Native Hawaiian and Other Pacific Islander Alone
West Virginia,2016,11.80%,11.40%,Native Hawaiian and Other Pacific Islander Alone
West Virginia,2015,13.10%,9.10%,Native Hawaiian and Other Pacific Islander Alone
Wisconsin,2022,N,N,Native Hawaiian and Other Pacific Islander Alone
Wisconsin,2021,N,N,Native Hawaiian and Other Pacific Islander Alone
Wisconsin,2020,4.20%,23.50%,Native Hawaiian and Other Pacific Islander Alone
Wisconsin,2019,N,N,Native Hawaiian and Other Pacific Islander Alone
Wisconsin,2018,N,N,Native Hawaiian and Other Pacific Islander Alone
Wisconsin,2017,N,N,Native Hawaiian and Other Pacific Islander Alone
Wisconsin,2016,N,N,Native Hawaiian and Other Pacific Islander Alone
Wisconsin,2015,N,N,Native Hawaiian and Other Pacific Islander Alone
Wyoming,2022,16.20%,30.40%,Native Hawaiian and Other Pacific Islander Alone
Wyoming,2021,N,N,Native Hawaiian and Other Pacific Islander Alone
Wyoming,2020,13.50%,24.30%,Native Hawaiian and Other Pacific Islander Alone
Wyoming,2019,N,N,Native Hawaiian and Other Pacific Islander Alone
Wyoming,2018,27.70%,23.30%,Native Hawaiian and Other Pacific Islander Alone
Wyoming,2017,N,N,Native Hawaiian and Other Pacific Islander Alone
Wyoming,2016,N,N,Native Hawaiian and Other Pacific Islander Alone
Wyoming,2015,43.40%,25.70%,Native Hawaiian and Other Pacific Islander Alone
Puerto Rico,2022,N,N,Native Hawaiian and Other Pacific Islander Alone
Puerto Rico,2021,N,N,Native Hawaiian and Other Pacific Islander Alone
Puerto Rico,2020,7.50%,32.60%,Native Hawaiian and Other Pacific Islander Alone
Puerto Rico,2019,N,N,Native Hawaiian and Other Pacific Islander Alone
Puerto Rico,2018,N,N,Native Hawaiian and Other Pacific Islander Alone
Puerto Rico,2017,N,N,Native Hawaiian and Other Pacific Islander Alone
Puerto Rico,2016,N,N,Native Hawaiian and Other Pacific Islander Alone
Puerto Rico,2015,N,N,Native Hawaiian and Other Pacific Islander Alone
Alabama,2022,12.90%,19.60%,Some other race Alone
Alabama,2021,15.90%,14.40%,Some other race Alone
Alabama,2020,9.00%,15.40%,Some other race Alone
Alabama,2019,10.10%,11.50%,Some other race Alone
Alabama,2018,10.10%,15.30%,Some other race Alone
Alabama,2017,5.20%,14.70%,Some other race Alone
Alabama,2016,9.20%,14.10%,Some other race Alone
Alabama,2015,6.60%,10.40%,Some other race Alone
Alaska,2022,24.70%,26.00%,Some other race Alone
Alaska,2021,14.90%,24.40%,Some other race Alone
Alaska,2020,16.20%,22.60%,Some other race Alone
Alaska,2019,15.50%,18.80%,Some other race Alone
Alaska,2018,15.00%,17.10%,Some other race Alone
Alaska,2017,5.60%,18.30%,Some other race Alone
Alaska,2016,6.60%,13.50%,Some other race Alone
Alaska,2015,19.10%,11.40%,Some other race Alone
Arizona,2022,12.90%,17.40%,Some other race Alone
Arizona,2021,13.40%,17.30%,Some other race Alone
Arizona,2020,10.00%,11.60%,Some other race Alone
Arizona,2019,10.80%,11.60%,Some other race Alone
Arizona,2018,8.60%,13.10%,Some other race Alone
Arizona,2017,9.00%,12.00%,Some other race Alone
Arizona,2016,7.00%,9.80%,Some other race Alone
Arizona,2015,7.70%,9.80%,Some other race Alone
Arkansas,2022,10.00%,10.70%,Some other race Alone
Arkansas,2021,8.50%,14.60%,Some other race Alone
Arkansas,2020,14.60%,9.00%,Some other race Alone
Arkansas,2019,5.60%,9.70%,Some other race Alone
Arkansas,2018,9.80%,6.50%,Some other race Alone
Arkansas,2017,8.50%,7.60%,Some other race Alone
Arkansas,2016,6.70%,11.60%,Some other race Alone
Arkansas,2015,6.60%,11.60%,Some other race Alone
California,2022,11.40%,14.50%,Some other race Alone
California,2021,11.20%,13.60%,Some other race Alone
California,2020,10.10%,12.00%,Some other race Alone
California,2019,10.30%,12.60%,Some other race Alone
California,2018,9.50%,11.90%,Some other race Alone
California,2017,9.00%,11.10%,Some other race Alone
California,2016,8.40%,10.20%,Some other race Alone
California,2015,8.40%,10.30%,Some other race Alone
Colorado,2022,16.20%,19.60%,Some other race Alone
Colorado,2021,17.70%,19.80%,Some other race Alone
Colorado,2020,13.30%,14.80%,Some other race Alone
Colorado,2019,14.40%,17.80%,Some other race Alone
Colorado,2018,12.40%,14.00%,Some other race Alone
Colorado,2017,12.20%,15.60%,Some other race Alone
Colorado,2016,11.60%,12.50%,Some other race Alone
Colorado,2015,11.50%,11.70%,Some other race Alone
Connecticut,2022,16.30%,22.00%,Some other race Alone
Connecticut,2021,14.40%,19.40%,Some other race Alone
Connecticut,2020,11.30%,15.30%,Some other race Alone
Connecticut,2019,13.20%,15.40%,Some other race Alone
Connecticut,2018,11.70%,13.10%,Some other race Alone
Connecticut,2017,9.00%,11.40%,Some other race Alone
Connecticut,2016,10.30%,14.90%,Some other race Alone
Connecticut,2015,10.50%,10.40%,Some other race Alone
Delaware,2022,19.40%,14.00%,Some other race Alone
Delaware,2021,10.90%,13.40%,Some other race Alone
Delaware,2020,18.50%,21.50%,Some other race Alone
Delaware,2019,14.20%,12.80%,Some other race Alone
Delaware,2018,9.20%,11.50%,Some other race Alone
Delaware,2017,6.40%,16.00%,Some other race Alone
Delaware,2016,11.90%,23.90%,Some other race Alone
Delaware,2015,11.10%,14.40%,Some other race Alone
Florida,2022,54.50%,52.90%,Some other race Alone
Florida,2021,36.80%,34.10%,Some other race Alone
Florida,2020,27.60%,29.10%,Some other race Alone
Florida,2019,35.70%,32.00%,Some other race Alone
Florida,2018,32.00%,31.40%,Some other race Alone
Florida,2017,25.30%,23.10%,Some other race Alone
Florida,2016,21.30%,27.20%,Some other race Alone
Florida,2015,28.60%,29.10%,Some other race Alone
Georgia,2022,22.70%,27.10%,Some other race Alone
Georgia,2021,20.40%,25.50%,Some other race Alone
Georgia,2020,18.40%,21.60%,Some other race Alone
Georgia,2019,18.60%,20.80%,Some other race Alone
Georgia,2018,16.70%,21.40%,Some other race Alone
Georgia,2017,16.60%,21.50%,Some other race Alone
Georgia,2016,17.00%,20.00%,Some other race Alone
Georgia,2015,18.50%,21.60%,Some other race Alone
Hawaii,2022,14.40%,19.10%,Some other race Alone
Hawaii,2021,17.90%,20.70%,Some other race Alone
Hawaii,2020,12.30%,17.00%,Some other race Alone
Hawaii,2019,12.80%,15.70%,Some other race Alone
Hawaii,2018,12.90%,16.40%,Some other race Alone
Hawaii,2017,11.40%,15.60%,Some other race Alone
Hawaii,2016,8.40%,13.80%,Some other race Alone
Hawaii,2015,11.80%,12.00%,Some other race Alone
Idaho,2022,24.40%,32.00%,Some other race Alone
Idaho,2021,28.50%,25.50%,Some other race Alone
Idaho,2020,26.00%,30.70%,Some other race Alone
Idaho,2019,21.60%,28.80%,Some other race Alone
Idaho,2018,30.10%,55.00%,Some other race Alone
Idaho,2017,21.30%,32.50%,Some other race Alone
Idaho,2016,10.70%,19.50%,Some other race Alone
Idaho,2015,42.50%,28.40%,Some other race Alone
Illinois,2022,11.10%,12.60%,Some other race Alone
Illinois,2021,13.10%,19.50%,Some other race Alone
Illinois,2020,5.30%,8.80%,Some other race Alone
Illinois,2019,5.70%,9.40%,Some other race Alone
Illinois,2018,5.90%,5.00%,Some other race Alone
Illinois,2017,6.10%,6.70%,Some other race Alone
Illinois,2016,5.70%,3.10%,Some other race Alone
Illinois,2015,4.10%,6.20%,Some other race Alone
Indiana,2022,13.40%,17.80%,Some other race Alone
Indiana,2021,12.40%,17.20%,Some other race Alone
Indiana,2020,10.10%,13.00%,Some other race Alone
Indiana,2019,11.60%,15.30%,Some other race Alone
Indiana,2018,8.10%,12.70%,Some other race Alone
Indiana,2017,9.00%,10.70%,Some other race Alone
Indiana,2016,7.90%,11.80%,Some other race Alone
Indiana,2015,8.00%,11.50%,Some other race Alone
Iowa,2022,15.50%,16.00%,Some other race Alone
Iowa,2021,13.10%,18.20%,Some other race Alone
Iowa,2020,10.50%,12.20%,Some other race Alone
Iowa,2019,9.90%,8.40%,Some other race Alone
Iowa,2018,6.80%,12.40%,Some other race Alone
Iowa,2017,9.60%,13.30%,Some other race Alone
Iowa,2016,10.30%,10.10%,Some other race Alone
Iowa,2015,9.10%,10.10%,Some other race Alone
Kansas,2022,18.50%,12.10%,Some other race Alone
Kansas,2021,17.10%,17.10%,Some other race Alone
Kansas,2020,13.00%,15.60%,Some other race Alone
Kansas,2019,9.30%,19.10%,Some other race Alone
Kansas,2018,13.00%,16.20%,Some other race Alone
Kansas,2017,8.90%,11.60%,Some other race Alone
Kansas,2016,11.20%,12.00%,Some other race Alone
Kansas,2015,7.30%,8.10%,Some other race Alone
Kentucky,2022,14.60%,20.40%,Some other race Alone
Kentucky,2021,9.90%,16.10%,Some other race Alone
Kentucky,2020,10.20%,13.50%,Some other race Alone
Kentucky,2019,9.30%,10.80%,Some other race Alone
Kentucky,2018,9.10%,13.30%,Some other race Alone
Kentucky,2017,9.20%,11.70%,Some other race Alone
Kentucky,2016,9.40%,12.90%,Some other race Alone
Kentucky,2015,8.00%,9.20%,Some other race Alone
Louisiana,2022,23.60%,25.80%,Some other race Alone
Louisiana,2021,14.20%,19.40%,Some other race Alone
Louisiana,2020,10.90%,21.40%,Some other race Alone
Louisiana,2019,7.30%,15.40%,Some other race Alone
Louisiana,2018,10.60%,12.80%,Some other race Alone
Louisiana,2017,15.60%,23.10%,Some other race Alone
Louisiana,2016,10.40%,18.40%,Some other race Alone
Louisiana,2015,10.00%,14.50%,Some other race Alone
Maine,2022,15.70%,18.10%,Some other race Alone
Maine,2021,14.20%,19.80%,Some other race Alone
Maine,2020,9.50%,13.70%,Some other race Alone
Maine,2019,13.60%,13.50%,Some other race Alone
Maine,2018,6.10%,15.60%,Some other race Alone
Maine,2017,10.80%,14.50%,Some other race Alone
Maine,2016,7.30%,10.00%,Some other race Alone
